File1,File2,Compatibilità%,Distanza,Status,Hash1,Hash2,Timestamp,ReportHTML
binladen3.jpeg,binladen6.jpeg,31.64,0.136724,BASSA,5a432f19d4683810f9950d196f138c5a999aa2a3e511bc6503c8bfead1e1e0f2,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114041_7.html
binladen4.jpeg,binLaden2.jpeg,21.26,0.157490,BASSA,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,5825ebe1e85120f0a77e800572a2843aded541bfa3410916f128e0fb37f1b5d4,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114041_8.html
binladen4.jpeg,binladen1.jpeg,34.40,0.131205,BASSA,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,f4547c883291b0a64f0f83570a5a2a7ef8919c662dcf03394d7f128d4bffb9f4,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114041_8.html
binladen4.jpeg,binladen3.jpeg,56.98,0.086042,BASSA,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,5a432f19d4683810f9950d196f138c5a999aa2a3e511bc6503c8bfead1e1e0f2,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114041_8.html
binladen4.jpeg,binladen4.jpeg,100.00,0.000000,ALTA,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114041_9.html
binladen4.jpeg,binladen5.jpeg,0.00,0.231337,BASSA,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114041_9.html
binladen4.jpeg,binladen6.jpeg,8.19,0.183610,BASSA,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,2025-11-07 11:40:41,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_0.html
binladen5.jpeg,binLaden2.jpeg,52.89,0.094215,BASSA,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,5825ebe1e85120f0a77e800572a2843aded541bfa3410916f128e0fb37f1b5d4,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_0.html
binladen5.jpeg,binladen1.jpeg,5.67,0.188663,BASSA,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,f4547c883291b0a64f0f83570a5a2a7ef8919c662dcf03394d7f128d4bffb9f4,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_1.html
binladen5.jpeg,binladen3.jpeg,0.00,0.243058,BASSA,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,5a432f19d4683810f9950d196f138c5a999aa2a3e511bc6503c8bfead1e1e0f2,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_1.html
binladen5.jpeg,binladen4.jpeg,0.00,0.231337,BASSA,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_2.html
binladen5.jpeg,binladen5.jpeg,100.00,0.000000,ALTA,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_2.html
binladen5.jpeg,binladen6.jpeg,0.00,0.209904,BASSA,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_3.html
binladen6.jpeg,binLaden2.jpeg,0.00,0.204136,BASSA,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,5825ebe1e85120f0a77e800572a2843aded541bfa3410916f128e0fb37f1b5d4,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_3.html
binladen6.jpeg,binladen1.jpeg,71.05,0.057895,MEDIA,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,f4547c883291b0a64f0f83570a5a2a7ef8919c662dcf03394d7f128d4bffb9f4,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_4.html
binladen6.jpeg,binladen3.jpeg,31.64,0.136724,BASSA,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,5a432f19d4683810f9950d196f138c5a999aa2a3e511bc6503c8bfead1e1e0f2,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_4.html
binladen6.jpeg,binladen4.jpeg,8.19,0.183610,BASSA,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,e2907a462828d3ebdb702afa82c4f8c85e05448458d70b3032584eb12d3bedc4,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_4.html
binladen6.jpeg,binladen5.jpeg,0.00,0.209904,BASSA,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,49ad86c7f9e938a96dc666fa08a888073c59278c5c047cdf7da3c7aedcdc9364,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_5.html
binladen6.jpeg,binladen6.jpeg,100.00,0.000000,ALTA,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,a2ff8dc1717b749229150ccaf7c6b10abc8ed5b20bbcd87df8d0574b15329812,2025-11-07 11:40:42,/Users/CFDA_BOLOGNA/farec3d/reports_batch/report_20251107_114042_6.html
